date,AAPL,MSFT,AMZN,GOOGL,META,TSLA,NVDA,JPM,V,JNJ
2021-05-11,124.45084,241.31163,161.1955,113.503,306.53,205.73334,142.8163,149.56929,221.87035,159.1715
2021-05-10,125.37995,242.24265,159.5245,114.5875,305.97,209.68,142.412,152.09766,222.35251,160.48158
2021-05-07,128.70102,247.41719,164.5805,117.5965,319.08,224.12334,147.8676,152.11652,228.40405,158.81334
2021-05-06,128.02016,244.74171,165.3185,116.8675,320.02,221.18,144.98007,151.59764,227.61685,158.09703
2021-05-05,126.4019,241.54683,163.527,115.7385,315.02,223.64667,144.33618,148.60701,225.54063,157.46555
2021-05-04,126.15521,242.84047,165.5935,115.3415,318.36,224.53334,143.26553,146.68243,228.31549,158.1253
2021-05-03,130.78304,246.82918,169.3245,117.154,322.58,228.3,148.11217,144.6824,228.8862,155.71248
2021-04-30,129.71736,247.14278,173.371,117.675,325.08,236.48,149.8367,145.10693,229.821,153.37505
2021-04-29,131.71059,247.46619,173.5655,119.638,329.51,225.66667,152.98378,146.40884,233.06818,154.76054
2021-04-28,131.80925,249.47523,172.925,117.952,307.1,231.46666,152.50461,143.61633,229.71275,152.66817
2021-04-27,132.60852,256.7372,170.8715,114.549,303.57,234.91333,153.5528,142.69179,226.22943,153.79918
2021-04-26,132.93414,256.32562,170.45,115.4965,303.04,246.06667,154.51364,142.04083,226.65254,154.68513
2021-04-23,132.53944,255.93361,167.044,114.9965,301.13,243.13333,152.3898,141.69177,226.318,156.00465
2021-04-22,130.191,252.03311,165.452,112.626,296.52,239.89667,148.24695,139.03133,223.9269,155.6842
2021-04-21,131.73032,255.37498,168.101,113.9175,301.47,248.04,153.34067,142.02196,223.8088,157.01314
2021-04-20,131.34549,253.10133,166.7345,113.9505,302.65,239.66333,151.45142,140.82382,219.70557,156.90947
2021-04-19,133.05255,253.57175,168.6005,114.488,302.24,238.21,153.35313,144.01257,222.17538,153.33734
2021-04-16,132.38156,255.5318,169.972,114.1375,306.18,246.59334,158.85117,144.6258,222.78546,152.91321
2021-04-15,132.71706,254.31656,168.9545,114.2625,307.82,246.28334,161.09479,143.55974,222.65755,151.16957
2021-04-14,130.2798,250.48466,166.65,112.0955,302.82,244.07666,152.5071,142.65405,218.42638,150.72658
2021-04-13,132.648,253.32674,170.0,112.7215,309.76,254.10667,156.52518,145.3711,217.48175,150.31187
2021-04-12,129.50027,250.79828,168.9695,112.231,311.54,233.99333,151.82826,147.12585,217.92455,152.3477
2021-04-09,131.23201,250.73947,168.61,113.5335,312.46,225.67334,143.75218,147.43718,218.95773,151.98013
2021-04-08,128.63194,248.1914,164.965,112.5215,313.02,227.93333,142.92361,146.3428,217.16687,153.60124
2021-04-07,126.20455,244.90833,163.9695,111.9515,313.09,223.65666,141.1916,146.16356,215.75977,154.20445
2021-04-06,124.53695,242.90907,161.191,110.463,306.26,230.54,138.37645,143.9088,215.14969,153.9971
2021-04-05,124.231064,244.0949,161.3365,110.948,308.91,230.35,139.6343,144.92769,215.53345,154.0348
2021-04-01,121.36951,237.50912,158.05,106.489,298.66,220.58333,137.8798,144.16797,213.38835,153.4693
2021-03-31,120.53077,231.06056,154.704,103.126,294.53,222.64333,133.25279,142.77985,208.34047,154.90192
2021-03-30,118.3106,227.21887,152.7645,102.3235,288.0,211.87334,128.49599,144.89017,208.50775,155.52397
2021-03-29,119.780846,230.54115,153.7865,102.2895,290.82,203.76334,129.25967,143.2019,211.07596,156.49477
2021-03-26,119.60323,231.75638,152.6015,101.2365,283.02,206.23666,128.17155,145.4623,210.11165,155.44858
2021-03-25,118.991455,227.69908,152.313,101.623,278.74,213.46333,125.13678,143.07999,204.64066,152.65874
2021-03-24,118.49808,230.75676,154.3535,101.6265,282.14,210.09,126.212425,141.26979,204.73906,152.60219
2021-03-23,120.9156,232.83441,156.875,102.0665,290.63,220.72,130.48256,140.18181,204.81778,151.13187
2021-03-22,121.75433,231.27617,155.5435,101.5345,293.54,223.33333,131.63557,141.59807,204.67018,151.27324
2021-03-19,118.39941,225.74883,153.748,101.348,290.11,218.29,128.23643,145.5092,203.58778,150.83969
2021-03-18,118.93224,226.11143,151.3995,101.067,278.62,217.72,127.00606,147.86339,217.12752,151.24496
2021-03-17,123.10617,232.30519,156.7865,104.111,284.01,233.93666,133.1829,145.4623,219.44974,151.52773
2021-03-16,123.90543,232.9618,154.593,104.1945,279.28,225.62666,132.68378,143.9804,221.10283,152.09323
2021-03-15,122.34638,230.11974,154.084,102.722,273.75,235.98,131.68549,145.72491,219.69572,151.19785
2021-03-12,119.42562,231.04097,154.4745,102.5,268.4,231.24333,128.33876,146.4565,220.76828,150.42499
2021-03-11,120.34329,232.3934,155.6795,105.027,273.88,233.2,129.7114,144.7401,222.52962,149.99142
2021-03-10,118.389534,227.77748,152.882,101.8095,264.9,222.68666,124.46793,145.49982,219.59734,150.00085
2021-03-09,119.47989,229.11032,153.1425,102.018,265.74,224.52667,124.98704,142.40468,216.83232,148.6342
2021-03-08,114.81753,222.84795,147.5975,100.375,255.31,187.66667,115.69603,143.41763,216.74376,148.35146
2021-03-05,119.81045,226.97386,150.023,104.8535,264.28,199.31667,124.36082,141.5418,211.96156,147.12619
2021-03-04,118.53755,222.20114,148.8785,101.6965,257.64,207.14667,123.45018,141.21352,208.11415,144.27037
2021-03-03,120.44196,223.01456,150.25,100.5705,255.41,217.73334,127.786316,143.41763,211.41052,147.23929
2021-03-02,123.4614,229.19852,154.7265,103.224,259.0,228.81334,133.78905,140.69766,212.3158,149.87833
2021-03-01,126.09601,232.2072,157.307,103.483,264.91,239.47667,138.13516,141.15724,213.16203,150.16107
2021-02-26,119.65257,227.73828,154.6465,101.0955,257.62,225.16667,136.86526,138.03397,208.9899,149.35051
2021-02-25,119.38615,224.41599,152.858,100.7975,254.69,227.40666,132.80356,141.79503,210.32812,153.40332
2021-02-24,123.688354,229.86493,157.9765,104.1905,264.31,247.34,144.69426,143.74591,215.9172,153.24309
2021-02-23,124.19159,228.6105,159.725,103.006,265.855,232.94667,141.13155,141.2604,208.71439,151.21669
2021-02-22,124.329735,229.82573,159.037,102.713,260.33,238.16667,143.26468,140.1349,204.98506,152.56448
2021-02-19,128.14844,236.1567,162.495,104.4405,261.56,260.43332,148.96054,138.83119,201.45253,152.65816
2021-02-18,127.990555,238.92036,166.4115,105.2905,269.39,262.46,147.98753,136.55205,205.99857,155.24336
2021-02-17,129.10558,239.32217,165.432,105.931,273.57,266.05,148.75595,136.09247,204.18802,155.16843
2021-02-16,131.42442,238.28572,163.4475,105.535,273.97,265.40668,152.9898,135.6704,204.57178,154.61578
2021-02-12,133.57553,239.54707,163.8855,104.7515,270.5,272.04,149.30733,132.48146,206.5988,156.03015
2021-02-11,133.33871,239.05818,163.1065,104.4375,270.39,270.55334,152.19643,130.62437,207.2876,155.54309
2021-02-10,133.59526,237.42528,164.329,104.324,271.87,268.27335,147.34135,130.99017,202.82706,156.24559
2021-02-09,134.20705,238.35417,165.25,103.7695,269.45,283.15332,142.34157,130.91513,202.90565,155.73979
2021-02-08,135.09511,237.08305,166.147,104.226,266.58,287.80667,144.09299,131.44037,203.26918,154.47528
2021-02-05,134.9471,236.81905,167.6075,104.4415,268.1,284.07666,135.63278,129.41446,205.11627,154.03505
2021-02-04,135.36584,236.63327,166.55,102.6815,266.49,283.33,136.36378,129.6677,205.58788,151.73085
2021-02-03,131.96667,237.60127,165.6265,102.944,266.65,284.89667,135.029,126.75076,197.83595,150.33522
2021-02-02,133.0012,234.18881,169.0,95.956,267.08,290.93,135.29099,125.31574,199.06409,151.03772
2021-02-01,132.16373,234.3257,167.144,94.6535,262.01,279.93668,132.1,121.57343,194.88846,152.40526
2021-01-29,130.01584,226.80655,160.31,91.368,258.33,264.51,129.63254,120.6824,189.86789,152.79865
2021-01-28,135.07027,233.6217,161.881,92.66,265.0,278.47665,130.24379,122.03301,194.75092,158.44676
2021-01-27,139.96704,227.72568,161.629,90.947,272.14,288.05334,128.91402,119.92269,191.55779,157.24782
2021-01-26,141.05083,227.16833,166.3065,95.3975,282.05,294.36334,134.07846,123.41176,198.47458,159.68317
2021-01-25,140.81436,224.43054,164.7,94.714,278.01,293.6,136.25401,123.918236,197.46262,155.46815
2021-01-22,137.02109,220.93008,164.6115,94.628,274.5,282.21335,136.8453,125.484566,198.4844,153.19205
2021-01-21,134.8535,219.97185,165.3495,94.2075,272.87,281.66333,138.39214,126.46001,201.5498,151.48732
2021-01-20,130.08481,219.35585,163.169,94.0035,267.48,283.48334,133.38487,127.529236,202.40459,152.09615
2021-01-19,125.946686,211.63136,156.038,89.2235,261.1,281.51666,129.98682,129.47073,198.1307,152.47081
2021-01-15,125.26685,207.92557,155.2125,86.381,251.36,275.38666,128.3327,130.0335,198.06194,150.14789
2021-01-14,127.01077,208.28734,156.3735,86.546,245.64,281.66666,131.73325,132.40643,198.32721,150.47571
2021-01-13,128.96161,211.53358,158.2945,87.3625,251.64,284.80334,135.04149,131.63733,205.68613,147.89052
2021-01-12,126.9024,210.1549,156.0415,86.8715,251.09,283.14667,134.57245,131.5154,205.2047,148.11531
2021-01-11,127.07974,212.65804,155.7105,87.8145,256.84,270.39667,135.93716,129.48012,209.16417,149.27678
2021-01-08,130.1045,214.7407,159.135,89.8915,267.57,293.34,132.49669,127.57613,211.67937,149.90434
2021-01-07,128.99117,213.44026,158.108,88.717,268.74,272.01334,133.16782,127.43544,210.06807,150.21346
2021-01-06,124.73481,207.53445,156.919,86.144,263.31,251.99333,125.887695,123.38362,208.8989,149.70764
2021-01-05,129.07983,213.05893,160.9255,87.0025,270.97,245.03667,133.77408,117.849884,210.75581,148.31201
2021-01-04,127.50341,212.85359,159.3315,86.3065,268.94,243.25667,130.86752,117.21663,213.94894,146.58855
2020-12-31,130.73508,217.4785,162.8465,87.632,273.16,235.22333,130.2837,118.33413,214.90196,147.41281
2020-12-30,131.74991,216.75494,164.2925,86.8125,271.87,231.59334,131.18936,116.74169,214.53844,146.16704
2020-12-29,132.88297,219.17007,166.1,87.888,276.78,221.99667,129.16849,116.41576,210.61827,144.378
2020-12-28,134.67615,219.96207,164.198,88.698,277.0,221.23,128.73688,116.72307,208.90872,143.48817
2020-12-24,130.0257,217.80118,158.6345,86.708,267.4,220.59,129.67245,115.95944,205.0475,142.81377
2020-12-23,129.03058,216.1096,159.2635,86.4115,268.11,215.32666,129.82715,116.47163,201.707,142.31734
2020-12-22,129.93701,218.96474,160.326,86.011,267.09,213.44667,132.51166,113.305374,202.23755,143.04794
2020-12-21,126.34079,217.64473,160.309,86.728,272.79,216.62,133.05055,115.05613,205.35208,143.32893
2020-12-18,124.789,213.7336,160.0825,86.311,276.4,231.66667,132.44928,110.89343,207.61182,144.72458
2020-12-17,126.80387,214.54515,161.804,87.0255,274.48,218.63333,133.14038,111.44287,207.4841,143.89095
2020-12-16,125.92698,214.40826,162.048,87.8595,275.67,207.59,132.15489,112.37412,204.62503,140.1911
2020-12-15,125.99595,209.37268,158.256,88.054,275.55,211.08333,133.33247,112.04819,204.71346,141.0341
2020-12-14,119.985825,209.44113,157.8485,87.613,274.19,213.27667,132.81604,110.16705,203.62288,139.6291
2020-12-11,120.60654,208.52202,155.821,88.74,273.55,203.33,129.86707,111.34043,202.63055,143.26337
2020-12-10,121.42431,205.84288,155.0745,88.3825,277.12,209.02333,129.4579,112.001625,203.97658,142.6077
2020-12-09,119.985825,207.09445,155.21,88.893,277.92,201.49333,129.04375,112.728,205.9121,143.40387
2020-12-08,122.547516,211.21092,158.8645,90.5665,283.4,216.62666,133.22769,113.612686,209.04626,141.95204
2020-12-07,121.926796,209.52913,157.9,90.8515,285.58,213.92,135.78996,113.50094,208.92838,139.53543
2020-12-04,120.4489,209.59758,158.129,91.188,279.7,199.68,135.30595,113.92931,208.95784,140.7531
2020-12-03,121.12873,209.48024,159.3365,91.092,281.85,197.79333,133.68675,112.90494,204.40887,139.56354
2020-12-02,121.26667,210.58513,160.1765,91.2485,287.52,189.60667,135.12837,113.64994,206.5016,138.758
2020-12-01,120.91197,211.40648,161.004,89.768,286.55,194.92,133.58699,111.50806,207.50375,138.1117
2020-11-30,117.29604,209.31401,158.402,87.72,276.97,189.2,133.70172,109.77593,206.66862,135.51712
2020-11-27,114.872284,210.44824,159.767,89.351,277.81,195.25333,132.3025,112.886314,207.30725,134.88019
2020-11-25,114.32053,209.11845,159.2535,88.2065,275.59,191.33333,132.03812,113.640625,207.19917,134.58046
2020-11-24,113.473206,209.10869,155.903,88.195,276.92,185.12666,129.2746,114.84194,206.01035,134.75842
2020-11-23,112.17265,205.442,154.9195,86.378,268.43,173.95,131.09283,109.76662,204.51695,134.75842
2020-11-20,115.61124,205.71577,154.97,86.819,269.7,163.20334,130.57156,106.69349,200.31186,136.13503
2020-11-19,116.89208,207.70067,155.851,87.9285,272.94,166.42334,134.08832,107.615425,203.93727,136.86053
2020-11-18,116.29107,206.39044,155.273,87.032,271.97,162.21333,133.97359,107.32674,204.19273,137.07446
2020-11-17,117.631035,209.1405,156.783,88.083,275.0,147.20334,133.90874,108.12762,207.02232,138.91614
2020-11-16,118.527626,211.8418,156.553,88.7015,278.96,136.03,134.83656,109.2358,208.9775,140.31136
2020-11-13,117.502945,211.13965,156.4405,88.613,276.95,136.16667,132.65916,106.237175,206.79636,139.42772
2020-11-12,117.45368,210.09619,155.514,87.141,275.08,137.25333,134.25293,105.57599,204.6152,137.9395
2020-11-11,117.72956,211.17865,156.8695,87.3615,276.48,139.04333,133.86633,106.88905,208.65689,137.47443
2020-11-10,114.26142,205.77608,151.751,86.886,272.43,136.78667,127.40148,108.50943,209.2553,137.9209
2020-11-09,114.60626,212.97302,157.187,88.071,278.77,140.42,135.98886,108.863304,208.63727,135.87459
2020-11-06,116.941345,218.1708,165.5685,87.9865,293.41,143.31667,145.27959,95.88166,194.69737,132.31216
2020-11-05,117.07413,217.75148,166.1,88.125,294.68,146.03,141.269,97.1761,193.88315,129.99612
2020-11-04,113.06117,211.02263,162.058,87.2925,287.38,140.32666,137.62004,93.35796,190.28291,129.66127
2020-11-03,108.625275,201.30968,152.4205,82.283,265.3,141.3,129.89066,96.30072,184.75993,128.82414
2020-11-02,106.98272,197.31137,150.224,81.216,261.36,133.50333,125.513405,93.35796,181.22836,129.00087
2020-10-30,107.071236,197.44789,151.8075,80.8055,263.11,129.34666,125.047,91.299904,178.25597,127.53125
2020-10-29,113.42509,199.64209,160.5505,77.844,280.83,136.94333,129.93555,90.489716,181.3559,127.60566
2020-10-28,109.37279,197.6527,158.139,75.54,267.67,135.34,125.97483,89.90302,177.43193,128.69392
2020-10-27,114.68406,207.96051,164.3165,79.944,283.29,141.56,133.65433,92.50121,186.44724,133.14929
2020-10-26,113.15952,204.86914,160.352,79.2145,277.11,140.09334,131.1053,94.27991,189.40002,133.912
2020-10-23,113.14969,210.8666,160.22,81.649,284.79,140.21,135.58481,96.673225,194.24612,135.09328
2020-10-22,113.84802,209.55983,158.82,80.333,278.12,141.93,133.29767,95.80716,194.2265,134.94446
2020-10-21,114.94962,209.47206,159.247,79.2995,278.73,140.88,134.93134,92.53847,194.65814,133.8748
2020-10-20,115.5791,209.32579,160.8505,77.554,267.56,140.64667,136.13602,93.46972,193.94202,134.45148
2020-10-19,114.07424,208.90645,160.3605,76.4975,261.4,143.61,134.66197,92.9389,193.22589,134.23755
2020-10-16,117.06429,214.21152,163.6355,78.385,265.93,146.55667,137.79214,94.53134,196.45335,137.75346
2020-10-15,118.726524,214.21152,166.9325,77.7735,266.72,149.62666,139.37343,94.726906,195.75685,136.90704
2020-10-14,119.19863,215.38174,168.1855,78.172,271.82,153.76666,140.623,93.33003,198.35648,137.75346
2020-10-13,119.110115,217.33214,172.1815,78.3535,276.14,148.88333,142.14943,93.85153,200.43617,137.9953
2020-10-12,122.35589,215.90836,172.1465,78.2295,275.75,147.43333,141.92744,95.39741,202.47664,141.2322
2020-10-09,115.04797,210.45702,164.3325,75.5225,264.45,144.66667,137.30577,94.24265,202.71208,140.42297
2020-10-08,113.08084,205.35674,159.5275,74.1715,263.76,141.97333,138.064,94.78278,199.12164,138.48828
2020-10-07,113.18903,204.62534,159.7845,72.957,258.12,141.76666,139.31357,92.87372,198.62134,137.54884
2020-10-06,111.30058,200.80257,154.998,72.551,258.66,137.99333,137.04388,91.28127,196.63974,136.04202
2020-10-05,114.5857,205.1617,159.96,74.1415,264.65,141.89333,136.1061,92.231155,199.671,137.87439
2020-10-02,111.16288,201.07562,156.25,72.78,259.94,138.36333,130.31715,90.33928,197.63054,136.0234
2020-10-01,114.87093,207.19011,161.063,74.395,266.63,149.38667,135.82674,89.49024,199.48462,137.02797
2020-09-30,113.907036,205.11295,157.4365,73.28,261.9,143.00333,134.98871,88.84424,196.16887,138.47897
2020-09-29,112.2153,202.11908,157.244,73.301,261.79,139.69,131.94833,87.9952,195.64894,136.78613
2020-09-28,113.07101,204.24501,158.7025,72.933,256.82,140.4,130.04529,88.74272,196.5122,136.83263
2020-09-25,110.43504,202.66519,154.7565,71.953,254.82,135.78,128.43655,86.260216,193.50056,135.48393
2020-09-24,106.44176,198.15004,150.9895,71.143,249.53,129.26334,123.191345,85.512695,191.80345,134.5631
2020-09-23,105.35983,195.61453,149.993,70.4695,249.02,126.78667,120.954094,85.586525,191.65631,134.34917
2020-09-22,109.97276,202.27512,156.4495,72.991,254.75,141.41,126.08208,86.998505,196.74765,134.13524
2020-09-21,108.271194,197.51616,148.0235,71.507,248.15,149.79666,124.87989,87.95828,193.69676,134.96306
2020-09-18,105.08443,195.4195,147.7455,72.5545,252.53,147.38333,121.60756,90.763794,198.75868,138.75803
2020-09-17,108.52692,197.87698,150.4365,74.352,254.82,141.14333,124.34365,90.957596,201.36812,136.88844
2020-09-16,110.287506,199.9639,153.905,75.6045,263.52,147.25333,124.852455,92.00967,201.23077,138.03252
2020-09-15,113.64147,203.60138,157.8065,76.756,272.42,149.92,129.60632,91.62206,201.48584,138.48828
2020-09-14,113.45951,200.31497,155.1485,75.4415,266.15,139.87334,128.4216,94.566,201.08363,137.98601
2020-09-11,110.159645,198.96921,155.811,75.788,266.61,124.24,121.36064,93.27399,196.86537,137.45583
2020-09-10,111.62516,200.27597,158.7555,76.3025,268.09,123.78,122.8297,92.12964,197.70901,136.6466
2020-09-09,115.39223,206.04913,163.4305,77.3615,273.72,122.09333,126.85277,93.08942,200.18112,139.2417
2020-09-08,110.96617,197.63318,157.492,76.18,271.16,110.07,118.85152,92.21269,196.31601,136.97215
2020-09-04,118.97241,208.9357,164.731,79.0605,282.73,139.44,125.92993,95.53501,200.76971,138.20924
2020-09-03,118.89373,211.91005,168.4,81.4755,291.12,135.66667,129.85074,93.51393,204.98798,139.10217
2020-09-02,129.24086,225.90411,176.5725,85.8695,302.5,149.12334,143.12964,93.80925,212.36504,143.08316
2020-09-01,131.97519,221.63275,174.956,82.754,295.44,158.35,137.88692,92.415726,209.29453,140.93454
2020-08-31,126.91965,219.93591,172.548,81.4765,293.2,166.10667,133.39375,92.46187,207.96039,142.6925
2020-08-28,122.75669,223.23207,170.09,81.9715,293.66,147.56,131.1322,94.84286,211.60966,142.90643
2020-08-27,122.955864,220.95987,170.0,81.426,293.22,149.25,125.95084,94.45526,207.01863,142.29254
2020-08-26,124.44351,215.66455,172.0925,82.2065,303.91,143.54466,127.39455,91.44672,206.26326,141.66005
2020-08-25,122.7739,211.10065,167.3245,80.2925,280.82,134.88933,127.165146,92.747955,204.14433,141.43681
2020-08-24,123.78944,208.3896,165.373,79.2575,271.39,134.28,126.86843,92.341896,202.48645,141.52052
2020-08-21,122.326385,207.73622,164.236,78.7785,267.01,136.66533,126.50189,89.81325,200.24979,141.15092
2020-08-20,116.331535,209.25752,164.8685,78.8125,269.01,133.45534,121.09114,89.85939,200.26941,139.91277
2020-08-19,113.80622,204.49857,163.024,77.2305,262.59,125.23534,121.06621,90.94837,197.16948,138.96104
2020-08-18,113.663605,205.74379,165.6245,77.789,262.34,125.806,122.2855,90.73611,195.22711,138.68384
2020-08-17,112.7243,204.56667,159.1205,75.812,261.16,122.376,123.046,92.01889,195.63913,137.66743
2020-08-14,113.01937,203.22415,157.401,75.2315,261.24,110.04733,115.336296,94.51063,192.90216,136.97443
2020-08-13,113.120186,203.02959,158.051,75.8325,261.3,108.066666,114.12947,94.47372,193.8243,136.75267
2020-08-12,111.153046,203.50627,158.112,75.362,259.89,103.650665,114.10204,94.99975,194.66667,138.28651
2020-08-11,107.577774,197.85414,154.0335,74.027,256.13,91.626,108.21505,95.81187,193.71655,135.80095
2020-08-10,110.87519,202.59181,157.408,74.841,263.0,94.571335,111.35677,92.87716,192.75664,136.78038
2020-08-07,109.28673,206.7069,158.373,74.9185,268.44,96.847336,111.70087,91.71435,192.33545,137.30707
2020-08-06,111.82457,210.47174,161.25,75.2475,265.28,99.305336,113.0573,89.73942,194.69606,136.33687
2020-08-05,108.05462,207.15439,160.2515,73.9545,249.12,99.001335,112.571075,89.71173,192.08078,137.12227
2020-08-04,107.664375,207.49487,156.9415,73.665,249.83,99.13333,111.98263,88.17977,188.34886,136.03194
2020-08-03,106.95014,210.65657,155.5945,74.138,251.96,99.0,109.81334,88.68735,186.78166,136.15207
2020-07-31,104.32149,199.43985,158.234,74.3975,253.67,95.384,105.86873,89.1857,186.4976,134.68289
2020-07-30,94.435196,198.36002,152.594,76.9185,234.5,99.166,105.861244,89.536385,190.0826,135.68082
2020-07-29,93.306175,198.51566,151.6765,76.1755,233.29,99.94067,104.38014,91.99121,194.50995,135.40363
2020-07-28,91.551285,196.53108,150.0165,75.1825,230.12,98.43266,101.88671,89.81325,192.70766,135.67159
2020-07-27,93.080376,198.31137,152.7605,76.4715,233.5,102.64,103.9413,89.425644,192.87418,135.99498
2020-07-24,90.925415,195.83066,150.4455,75.4105,230.71,94.46667,101.67726,90.699196,191.15025,136.86354
2020-07-23,91.15122,197.03696,149.3275,75.8375,232.6,100.87133,101.03146,91.3452,193.38351,138.24031
2020-07-22,95.49795,205.99672,154.9955,78.2425,239.87,106.155334,104.11335,91.07757,194.78421,138.60991
2020-07-21,95.23042,203.07823,156.9145,77.796,241.75,104.557335,103.01374,91.742035,192.45299,138.36043
2020-07-20,96.563156,205.8508,159.842,78.192,245.42,109.53333,104.83146,89.794785,194.4022,138.23108
2020-07-17,94.57019,197.36772,148.0985,75.8425,242.03,100.056,101.74708,90.588455,191.09148,138.00008
2020-07-16,94.761635,198.37947,149.995,75.746,240.93,100.04266,101.08133,92.29575,189.53407,137.90767
2020-07-15,95.94219,202.38753,150.4435,75.844,240.28,103.06734,102.00391,92.03735,192.52156,136.9929
2020-07-14,95.28687,202.6891,154.2,76.043,239.73,101.12,103.49747,90.6346,189.36755,136.67874
2020-07-13,93.735695,201.44388,155.2,75.6115,239.0,99.804,100.2585,90.11779,185.14589,134.1747
2020-07-10,94.17012,207.86456,160.0,76.9505,245.07,102.97667,104.51729,88.84424,188.60353,131.55052
2020-07-09,94.00568,208.4969,159.1315,75.933,244.5,92.952,104.814,84.239136,188.27051,131.6614
2020-07-08,93.60316,207.04738,154.0555,75.18,243.58,91.05867,101.8917,86.103325,191.07188,132.38213
2020-07-07,91.47275,202.59181,150.006,74.496,240.86,92.65733,98.45824,85.19892,190.21973,131.99405
2020-07-06,91.757454,204.97525,152.852,74.9825,240.28,91.43867,98.134094,87.672195,193.70676,132.11417
2020-07-02,89.366875,200.65588,144.515,73.4965,233.42,80.57733,95.870056,85.512695,191.65959,130.25691
2020-07-01,89.366875,199.13828,143.935,72.1,237.55,74.642,95.04971,85.238495,189.80833,129.71175
2020-06-30,89.53623,197.9806,137.941,70.9025,227.07,71.987335,94.72806,85.96969,189.21083,129.94275
2020-06-29,88.795006,193.04836,134.019,69.8585,220.64,67.29,91.758385,85.00086,187.45752,128.47359
2020-06-26,86.79468,190.99568,134.6435,68.127,216.08,63.982666,91.30956,84.62612,185.39076,127.33706
2020-06-25,89.54605,194.89673,137.729,72.055,235.68,65.732,94.650764,89.53424,190.00423,129.05571
2020-06-24,88.37285,192.46466,136.72,71.635,234.02,64.05666,92.11245,86.51808,187.48691,129.1943
2020-06-23,89.96084,196.42407,138.2205,73.199,242.24,66.78533,94.251816,89.50682,193.91245,132.00328
2020-06-22,88.08078,195.12048,135.691,72.533,239.22,66.288,95.0173,88.428314,190.96414,132.49301
2020-06-19,85.83501,189.84775,133.7505,71.232,238.79,66.72667,92.36927,89.39714,188.26071,132.89957
2020-06-18,86.32834,190.98596,132.699,71.706,235.94,66.930664,91.93791,90.42995,189.93567,132.51149
2020-06-17,86.293976,188.96248,132.049,72.627,235.53,66.11933,92.11744,90.9235,189.59283,133.07513
2020-06-16,86.414246,188.31067,130.7635,72.3235,235.65,65.475334,90.44684,93.281586,188.92677,133.48169
2020-06-15,84.183205,183.80647,128.634,71.037,232.5,66.06,91.496574,92.54126,187.82973,130.51564
2020-06-12,83.15481,182.63908,127.251,70.646,228.58,62.352,89.09041,91.27995,188.31949,131.34724
2020-06-11,82.44304,181.20901,127.898,70.095,224.43,64.856,87.73148,88.84875,185.00876,130.16452
2020-06-10,86.60078,191.49184,132.3725,73.235,236.73,68.33667,93.4215,96.93754,196.371,136.56787
2020-06-09,84.42864,184.64311,130.043,72.604,238.67,62.711334,90.22243,101.0322,194.9997,134.86769
2020-06-08,81.84416,183.24223,126.203,72.402,231.4,63.328,87.818756,103.69191,195.50905,135.61613
2020-06-05,81.363106,182.11375,124.15,72.001,230.77,59.044,88.96574,101.66286,195.51884,136.10587
2020-06-04,79.10997,177.95004,123.03,70.715,226.29,57.62533,87.43477,97.28486,189.6712,135.57918
2020-06-03,79.7972,180.32375,123.92,71.9625,230.16,58.864,87.4248,95.3015,192.83499,137.35327
2020-06-02,79.36032,179.88597,123.6205,72.1155,232.72,58.770668,87.98058,90.42081,192.33545,136.98367
2020-06-01,78.99461,177.86249,123.552,71.7435,231.91,59.873333,87.79117,90.119194,190.36664,136.00423
2020-05-29,78.03495,178.27107,122.1185,71.676,225.09,55.666668,88.48153,88.94015,191.2384,137.44566
2020-05-28,78.11104,176.47134,120.055,70.912,225.46,53.720665,84.6085,91.27081,190.27849,135.80095
2020-05-27,78.076675,176.8702,120.5195,71.014,229.14,54.682,84.98982,92.65094,188.86801,133.87901
2020-05-26,77.73797,176.63672,121.093,71.0685,232.2,54.59133,86.90889,87.57831,189.25981,133.5741
2020-05-22,78.26812,178.524,121.844,70.662,234.91,54.458668,89.98438,81.77448,186.94818,133.39853
2020-05-21,77.76742,178.44618,122.337,70.3375,231.39,55.173332,87.48212,82.414276,186.71309,134.61891
2020-05-20,78.35156,180.61559,124.897,70.458,229.97,54.370667,89.42362,83.4745,189.88669,135.50897
2020-05-19,76.85684,178.15137,122.4665,68.72,216.88,53.867332,87.78369,81.0433,185.47891,136.73854
2020-05-18,77.30354,179.39319,121.313,69.259,213.19,54.242,87.23289,82.67019,187.45752,138.11491
2020-05-15,75.52411,177.69539,120.489,68.653,210.88,53.278,84.64589,78.51155,179.72923,138.04152
2020-05-14,75.97326,175.14386,119.4425,67.843,206.81,53.555332,80.05756,79.99221,177.1923,135.47227
2020-05-13,75.50938,174.38713,118.396,67.4165,205.1,52.730667,77.56029,76.80239,173.4604,135.0043
2020-05-12,76.43223,177.06479,117.8475,68.759,210.1,53.960667,77.78459,79.54435,175.49432,135.01347
2020-05-11,77.31581,181.16858,120.45,70.1795,213.18,54.086,80.40649,82.231476,179.49373,136.82112
2020-05-08,76.118065,179.17004,118.9805,69.217,212.35,54.628,77.884285,84.72666,180.98982,136.44492
2020-05-07,74.35312,178.12227,118.3805,68.464,211.26,52.002666,75.98266,83.36482,178.67233,135.42639
2020-05-06,73.59181,177.09389,117.563,67.2715,208.47,52.172,74.21812,82.50568,174.81961,135.876
